dataset_name,subset,year,file_name,size,date_modified,url
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMMS15.dbc,112kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMMS16.dbc,106kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMMS17.dbc,146kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMMT15.dbc,135kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMMT16.dbc,131kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMMT17.dbc,135kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMPA15.dbc,425kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMPA16.dbc,409kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMPA17.dbc,428kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMPB15.dbc,150kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMPB16.dbc,89.6kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMPB17.dbc,201kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMPE15.dbc,504kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMPE16.dbc,564kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMPE17.dbc,757kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMPI15.dbc,119kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMPI16.dbc,150kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMPI17.dbc,200kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMPR15.dbc,833kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMPR16.dbc,762kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMPR17.dbc,910kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMRJ15.dbc,79.7kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMRJ16.dbc,89.8kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMRJ17.dbc,105kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMRN15.dbc,235kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMRN16.dbc,226kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMRN17.dbc,297kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMRO15.dbc,63.2kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMRO16.dbc,52.5kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMRO17.dbc,72.3kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMRR15.dbc,30.6kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMRR16.dbc,33.8kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMRR17.dbc,46.3kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMRS15.dbc,328kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMRS16.dbc,301kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMRS17.dbc,401kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMSC15.dbc,517kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMSC16.dbc,453kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMSC17.dbc,489kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMSE15.dbc,62.1kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMSE16.dbc,65.6kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMSE17.dbc,94.5kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMSP15.dbc,1.3MB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMSP16.dbc,1.3MB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMSP17.dbc,1.6MB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2015,ANIMTO15.dbc,150kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2016,ANIMTO16.dbc,157kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,acidente_animais_peconhentos,2017,ANIMTO17.dbc,198kB,"5/10/19,1:08:00PM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUAC16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUAC17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUAC18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUAL16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUAL17.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUAL18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUAM16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUAM17.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUAM18.dbc,4.9kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUAP16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUAP17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUAP18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUBA16.dbc,4.9kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUBA17.dbc,4.7kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUBA18.dbc,4.8kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUCE16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUCE17.dbc,4.7kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUCE18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUDF16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUDF17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUDF18.dbc,5.0kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUES16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUES17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUES18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUGO16.dbc,5.0kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUGO17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUGO18.dbc,4.7kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUMA16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUMA17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUMA18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUMG16.dbc,5.1kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUMG17.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUMG18.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUMS16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUMS17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUMS18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUMT16.dbc,5.3kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUMT17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUMT18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUPA16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUPA17.dbc,4.9kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUPA18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUPB16.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUPB17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUPB18.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUPE16.dbc,5.0kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUPE17.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUPE18.dbc,5.0kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUPI16.dbc,4.8kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUPI17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUPI18.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTUPR16.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTUPR17.dbc,5.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTUPR18.dbc,5.0kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTURJ16.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTURJ17.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTURJ18.dbc,4.9kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2016,BOTURN16.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2017,BOTURN17.dbc,4.4kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
SINAN_PRELIM,botulismo,2018,BOTURN18.dbc,4.6kB,"5/13/19,8:53:00AM",ftp://ftp.datasus.gov.br/dissemin/publicos/SINAN/DADOS/PRELIM/
